,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
42562,42562,rural,3,0.78,45,night,foggy,False,False,afternoon,True,False,0.0,0.57
14494,14494,rural,4,0.29,35,dim,clear,True,False,evening,True,False,2.0,0.18
25721,25721,highway,1,0.36,70,dim,clear,False,True,morning,False,True,1.0,0.32
6713,6713,urban,1,0.1,35,dim,foggy,True,True,afternoon,True,True,0.0,0.15
20898,20898,rural,4,0.44,70,dim,rainy,True,True,evening,False,False,1.0,0.47
42688,42688,highway,4,0.33,45,dim,rainy,True,False,morning,False,True,2.0,0.19
14800,14800,urban,2,0.35,35,night,rainy,False,False,evening,False,True,0.0,0.41
9972,9972,rural,3,0.3,60,daylight,clear,True,True,evening,True,True,1.0,0.26
27950,27950,highway,1,0.1,70,daylight,foggy,True,True,evening,True,True,2.0,0.36
42668,42668,rural,3,0.56,60,dim,foggy,True,True,evening,False,True,1.0,0.46
6053,6053,urban,2,0.96,60,daylight,clear,False,True,afternoon,True,True,2.0,0.46
13107,13107,rural,1,0.13,45,dim,clear,False,True,morning,False,False,2.0,0.07
3981,3981,urban,3,0.06,35,night,clear,False,False,evening,True,True,1.0,0.18
17207,17207,highway,4,0.27,70,night,foggy,False,True,afternoon,False,False,1.0,0.5
34729,34729,rural,2,0.21,70,daylight,rainy,True,False,morning,True,False,1.0,0.34
4851,4851,urban,1,0.59,45,dim,foggy,True,False,evening,False,False,0.0,0.32
11205,11205,urban,1,0.13,35,daylight,rainy,False,False,morning,False,True,1.0,0.16
4061,4061,rural,2,0.74,35,dim,foggy,False,True,evening,False,True,0.0,0.35
10890,10890,urban,3,0.03,45,daylight,rainy,True,False,evening,True,True,1.0,0.22
30420,30420,urban,2,0.35,45,dim,clear,False,True,evening,False,False,1.0,0.11
32998,32998,urban,1,0.59,35,dim,rainy,False,True,afternoon,True,False,2.0,0.3
41721,41721,rural,4,0.67,25,dim,rainy,True,False,afternoon,False,True,0.0,0.28
38747,38747,rural,1,0.81,60,night,rainy,True,False,evening,False,True,1.0,0.78
42113,42113,urban,3,0.53,45,dim,foggy,True,False,evening,True,True,0.0,0.22
22430,22430,rural,1,0.11,45,dim,clear,True,True,evening,True,False,0.0,0.04
37895,37895,urban,1,0.38,45,daylight,clear,True,False,morning,False,False,1.0,0.11
28088,28088,rural,4,0.19,60,night,clear,False,True,morning,True,False,2.0,0.49
6637,6637,urban,4,0.59,60,dim,rainy,False,False,evening,True,True,1.0,0.41
43037,43037,urban,4,0.51,25,night,rainy,False,False,afternoon,True,False,1.0,0.45
14193,14193,highway,4,0.14,60,dim,rainy,True,True,afternoon,False,True,0.0,0.35
15034,15034,urban,4,0.9,45,daylight,rainy,True,True,afternoon,True,True,2.0,0.35
25817,25817,highway,2,0.83,60,daylight,clear,False,False,evening,False,False,0.0,0.43
12426,12426,highway,4,0.49,70,dim,foggy,True,True,evening,True,True,2.0,0.47
32417,32417,rural,4,0.41,45,night,foggy,True,True,afternoon,False,False,1.0,0.48
33149,33149,rural,4,0.45,45,daylight,rainy,True,True,morning,False,True,1.0,0.22
43425,43425,rural,3,0.19,70,daylight,rainy,True,True,afternoon,False,True,1.0,0.33
39732,39732,urban,4,0.15,35,daylight,rainy,False,False,morning,True,True,0.0,0.09
13454,13454,highway,1,0.9,60,daylight,clear,True,True,morning,False,False,3.0,0.48
22395,22395,urban,2,0.84,45,dim,rainy,False,True,evening,True,True,0.0,0.25
7487,7487,urban,4,0.98,60,daylight,foggy,True,True,afternoon,True,True,1.0,0.5
20066,20066,rural,3,0.52,35,dim,clear,False,True,afternoon,True,True,1.0,0.15
39099,39099,urban,1,0.08,35,night,clear,False,True,morning,True,True,2.0,0.21
13364,13364,rural,1,0.57,45,dim,rainy,False,True,afternoon,True,True,0.0,0.28
8160,8160,urban,3,0.13,45,night,foggy,False,True,morning,True,True,2.0,0.31
22394,22394,rural,4,0.3,35,dim,rainy,True,True,morning,True,False,1.0,0.19
19026,19026,urban,2,0.36,25,daylight,rainy,False,True,evening,False,False,1.0,0.18
18778,18778,urban,4,0.74,25,daylight,clear,True,False,morning,True,True,0.0,0.23
4759,4759,highway,4,0.84,70,daylight,clear,True,True,morning,False,True,0.0,0.55
1175,1175,highway,4,0.62,60,dim,clear,False,True,evening,True,False,2.0,0.33
25002,25002,highway,3,0.18,35,daylight,rainy,True,True,evening,True,False,0.0,0.18
3755,3755,highway,1,0.67,25,dim,foggy,False,True,evening,False,False,0.0,0.36
35060,35060,rural,1,0.67,70,daylight,foggy,True,True,evening,False,True,0.0,0.5
37664,37664,urban,2,0.49,35,dim,foggy,True,False,afternoon,True,False,0.0,0.27
18697,18697,urban,4,0.06,25,daylight,clear,True,False,evening,True,False,0.0,0.04
37559,37559,rural,4,0.63,25,dim,foggy,False,True,morning,True,False,1.0,0.44
25847,25847,highway,1,0.92,45,daylight,foggy,False,True,afternoon,True,True,3.0,0.51
38430,38430,urban,3,0.4,70,dim,rainy,False,True,morning,False,False,0.0,0.44
13924,13924,rural,1,0.97,60,dim,rainy,True,True,afternoon,True,False,1.0,0.58
40580,40580,rural,4,0.15,35,night,foggy,False,False,evening,False,False,1.0,0.31
20694,20694,rural,1,0.21,70,dim,rainy,True,False,morning,False,True,1.0,0.34
12543,12543,urban,4,0.96,60,dim,foggy,False,True,morning,True,False,0.0,0.56
20739,20739,highway,1,0.69,60,night,clear,True,True,morning,True,False,0.0,0.61
38677,38677,urban,3,0.59,70,daylight,clear,True,True,morning,False,False,2.0,0.4
38963,38963,rural,3,0.45,45,dim,foggy,True,True,evening,False,True,0.0,0.24
31661,31661,rural,1,0.81,25,daylight,rainy,False,True,morning,False,True,3.0,0.44
26563,26563,rural,3,0.16,60,daylight,clear,True,False,morning,False,True,2.0,0.13
22977,22977,rural,1,0.55,45,daylight,rainy,True,False,evening,True,False,0.0,0.21
23763,23763,urban,1,0.15,70,night,rainy,True,False,evening,False,True,1.0,0.48
24162,24162,urban,1,0.89,70,dim,clear,True,True,morning,True,True,2.0,0.41
11491,11491,highway,1,0.2,35,night,foggy,True,True,morning,False,True,1.0,0.38
21455,21455,rural,3,0.18,35,night,foggy,False,False,evening,True,True,2.0,0.32
6240,6240,rural,2,0.66,70,daylight,foggy,False,False,evening,False,False,3.0,0.66
29341,29341,rural,4,0.52,25,night,clear,False,False,evening,True,True,1.0,0.34
24774,24774,urban,1,0.63,45,daylight,foggy,True,False,evening,True,False,2.0,0.33
38933,38933,rural,4,0.6,70,daylight,foggy,True,True,afternoon,False,False,0.0,0.51
3527,3527,rural,3,0.43,35,dim,rainy,True,True,morning,True,False,1.0,0.13
12937,12937,urban,4,0.95,25,dim,clear,True,True,evening,False,True,1.0,0.35
6656,6656,rural,4,0.32,35,dim,foggy,True,False,morning,True,True,1.0,0.21
28689,28689,highway,4,0.47,60,daylight,clear,True,True,morning,False,False,0.0,0.37
11497,11497,rural,1,0.6,25,daylight,clear,False,True,afternoon,False,True,0.0,0.18
40890,40890,highway,2,0.8,45,daylight,clear,True,True,afternoon,False,True,2.0,0.31
14724,14724,highway,1,0.26,25,dim,rainy,False,False,evening,True,False,0.0,0.15
14316,14316,highway,1,0.1,45,night,clear,False,False,afternoon,True,False,1.0,0.19
2260,2260,highway,1,0.01,60,daylight,foggy,True,False,afternoon,True,True,1.0,0.2
37395,37395,urban,4,0.66,25,daylight,foggy,True,False,evening,True,False,0.0,0.23
35353,35353,highway,3,0.1,60,daylight,foggy,True,True,morning,False,True,1.0,0.36
40276,40276,rural,2,0.33,25,night,clear,False,False,morning,True,False,0.0,0.36
20293,20293,urban,2,0.6,25,night,rainy,True,False,evening,True,False,2.0,0.47
19746,19746,highway,1,0.26,25,dim,rainy,True,True,afternoon,False,False,2.0,0.18
13043,13043,highway,4,0.82,70,daylight,clear,True,True,evening,True,False,2.0,0.5
42104,42104,rural,1,0.63,70,night,clear,True,False,afternoon,True,False,1.0,0.39
43007,43007,rural,2,0.25,60,daylight,rainy,False,False,evening,True,False,0.0,0.45
16864,16864,rural,2,0.06,35,night,foggy,False,False,evening,True,False,0.0,0.36
31640,31640,rural,4,0.03,45,dim,rainy,True,True,morning,True,False,0.0,0.14
7673,7673,highway,1,0.34,70,daylight,rainy,False,True,afternoon,True,True,1.0,0.43
1508,1508,highway,3,0.52,35,daylight,rainy,True,False,evening,True,True,2.0,0.15
20495,20495,urban,4,0.53,70,dim,rainy,True,False,afternoon,False,True,3.0,0.53
38613,38613,highway,1,0.66,25,daylight,rainy,False,False,afternoon,True,False,3.0,0.29
2049,2049,urban,3,0.94,70,dim,foggy,False,True,evening,True,False,2.0,0.54
31262,31262,highway,1,0.04,25,daylight,foggy,False,False,evening,False,False,1.0,0.17
6740,6740,urban,2,0.39,60,dim,clear,False,True,morning,True,False,0.0,0.29
4951,4951,highway,4,0.02,60,dim,foggy,False,True,evening,False,False,2.0,0.25
5636,5636,rural,1,0.57,60,daylight,foggy,True,False,evening,False,False,1.0,0.48
11156,11156,rural,4,0.09,35,dim,clear,True,True,evening,True,True,0.0,0.09
21380,21380,urban,4,0.32,70,night,foggy,False,True,afternoon,False,False,1.0,0.5
5534,5534,highway,1,0.39,70,daylight,foggy,True,False,afternoon,True,True,1.0,0.43
42191,42191,rural,1,0.96,35,night,foggy,False,False,morning,True,False,3.0,0.62
17678,17678,rural,3,0.1,25,daylight,clear,True,True,evening,False,True,1.0,0.06
17091,17091,urban,3,0.79,70,daylight,clear,False,True,evening,False,False,0.0,0.48
25931,25931,rural,3,0.42,45,dim,clear,False,True,morning,False,False,1.0,0.17
32126,32126,rural,3,0.77,70,night,clear,True,False,afternoon,False,True,1.0,0.65
17948,17948,highway,1,0.51,35,daylight,foggy,True,True,morning,False,False,2.0,0.17
29692,29692,highway,1,0.1,35,night,rainy,False,False,afternoon,False,False,1.0,0.38
12760,12760,urban,1,0.49,60,daylight,rainy,True,True,morning,False,False,1.0,0.49
30822,30822,highway,3,0.53,70,daylight,clear,False,True,afternoon,False,False,1.0,0.28
1274,1274,rural,1,0.46,35,daylight,clear,False,False,afternoon,False,False,0.0,0.16
31257,31257,rural,1,0.99,35,daylight,clear,False,False,morning,False,False,0.0,0.4
6887,6887,highway,4,0.9,45,night,foggy,True,False,afternoon,True,False,3.0,0.63
24767,24767,highway,1,0.62,70,night,foggy,False,True,afternoon,False,True,2.0,0.61
18009,18009,urban,4,0.35,45,dim,rainy,True,True,evening,False,True,2.0,0.16
8395,8395,rural,1,0.82,25,daylight,rainy,False,True,afternoon,True,True,1.0,0.36
15310,15310,rural,4,0.28,25,daylight,clear,True,False,afternoon,False,False,2.0,0.05
38592,38592,highway,2,0.24,70,daylight,foggy,False,False,afternoon,True,False,1.0,0.2
42788,42788,highway,3,0.64,45,daylight,rainy,True,False,morning,True,True,2.0,0.33
39228,39228,rural,2,0.59,45,dim,clear,False,True,afternoon,True,True,0.0,0.23
8706,8706,rural,1,0.74,35,night,clear,False,False,evening,False,True,1.0,0.48
2732,2732,highway,4,0.44,25,night,rainy,False,False,afternoon,False,False,0.0,0.43
36997,36997,urban,1,0.49,45,daylight,foggy,False,False,evening,True,False,2.0,0.18
8007,8007,urban,2,0.35,45,daylight,rainy,True,False,evening,False,False,1.0,0.19
22687,22687,highway,1,0.49,60,dim,clear,False,False,evening,True,True,0.0,0.24
17261,17261,highway,4,0.6,60,daylight,clear,False,True,evening,True,True,1.0,0.38
28441,28441,highway,4,0.38,35,daylight,rainy,False,True,morning,True,True,0.0,0.21
2811,2811,rural,3,0.65,60,daylight,foggy,True,True,afternoon,False,False,2.0,0.47
21165,21165,urban,1,0.91,70,daylight,clear,False,True,afternoon,True,True,2.0,0.39
29493,29493,urban,2,0.3416,45,daylight,rainy,True,True,morning,True,False,1.0,0.26
9342,9342,urban,1,0.2,35,night,rainy,True,True,morning,False,True,1.0,0.41
36072,36072,highway,1,0.56,35,night,foggy,False,True,afternoon,True,False,3.0,0.43
27648,27648,urban,2,0.24,45,dim,clear,True,False,morning,False,False,1.0,0.02
26234,26234,urban,1,0.75,25,night,clear,True,True,morning,True,False,0.0,0.48
28818,28818,urban,3,0.74,35,dim,clear,False,True,morning,False,True,1.0,0.23
29798,29798,urban,1,0.49,70,daylight,rainy,True,False,afternoon,True,False,1.0,0.45
21664,21664,highway,2,0.74,70,dim,foggy,True,True,morning,False,True,2.0,0.54
4880,4880,urban,3,0.14,35,night,clear,True,False,evening,True,True,1.0,0.2
28320,28320,highway,4,0.75,70,dim,clear,True,False,evening,True,True,2.0,0.46
41114,41114,highway,3,0.9,45,night,foggy,False,True,afternoon,True,True,0.0,0.54
28095,28095,rural,1,0.22,35,dim,clear,False,True,evening,False,True,1.0,0.04
13231,13231,urban,3,0.04,35,night,foggy,True,False,evening,True,True,1.0,0.27
23270,23270,highway,4,0.8,70,night,foggy,False,False,morning,True,False,2.0,0.74
34332,34332,urban,3,0.49,45,dim,foggy,False,True,afternoon,False,False,1.0,0.22
43297,43297,urban,4,0.14,25,dim,rainy,True,True,evening,False,True,0.0,0.22
7015,7015,highway,1,0.67,60,night,foggy,False,True,morning,False,False,0.0,0.68
3330,3330,rural,1,0.96,60,dim,clear,False,False,afternoon,False,True,3.0,0.49
34658,34658,rural,4,0.73,45,dim,rainy,True,True,evening,False,True,2.0,0.2
18447,18447,highway,1,0.79,45,night,clear,False,True,afternoon,False,True,1.0,0.49
12490,12490,urban,2,0.24,45,night,foggy,False,False,evening,True,True,0.0,0.32
24321,24321,rural,2,0.23,35,dim,rainy,False,True,evening,False,True,1.0,0.25
7632,7632,rural,1,0.37,25,daylight,foggy,True,True,afternoon,False,True,1.0,0.21
9359,9359,urban,3,0.08,25,daylight,rainy,True,False,evening,False,False,0.0,0.12
42967,42967,rural,2,0.45,25,dim,clear,False,False,afternoon,False,False,1.0,0.17
36082,36082,highway,3,0.71,60,daylight,clear,True,False,evening,True,False,2.0,0.42
26678,26678,rural,4,0.27,60,dim,rainy,True,True,morning,False,True,2.0,0.37
6696,6696,rural,3,0.19,70,dim,foggy,False,False,afternoon,True,True,1.0,0.36
38858,38858,rural,2,0.96,25,daylight,clear,True,False,evening,True,True,1.0,0.27
5866,5866,highway,4,0.4,60,night,foggy,False,True,morning,False,True,2.0,0.57
26220,26220,highway,1,0.97,70,dim,clear,True,True,evening,True,True,2.0,0.53
559,559,highway,1,0.03,45,night,rainy,True,True,morning,True,False,1.0,0.25
14905,14905,highway,1,0.67,70,daylight,clear,True,False,evening,True,True,0.0,0.39
13880,13880,highway,2,0.33,25,night,foggy,False,True,evening,True,True,1.0,0.34
42718,42718,urban,2,0.18,35,daylight,rainy,True,False,evening,True,False,1.0,0.13
40310,40310,rural,3,0.24,70,night,clear,False,True,evening,True,True,0.0,0.4
22943,22943,highway,1,0.63,25,dim,rainy,False,True,morning,False,True,1.0,0.29
27177,27177,urban,1,0.23,45,night,rainy,True,True,morning,True,True,1.0,0.32
28180,28180,rural,4,0.68,60,dim,clear,False,False,afternoon,True,False,1.0,0.32
42680,42680,highway,3,0.64,35,daylight,rainy,False,True,evening,True,False,2.0,0.18
13857,13857,rural,3,0.97,45,dim,rainy,False,False,afternoon,True,True,2.0,0.33
3076,3076,urban,4,0.62,70,night,foggy,False,True,afternoon,False,True,1.0,0.67
2426,2426,urban,3,0.44,70,dim,rainy,False,False,evening,False,False,0.0,0.49
544,544,urban,3,0.04,70,dim,foggy,False,False,afternoon,False,False,2.0,0.35
8441,8441,rural,4,0.85,60,dim,foggy,True,False,morning,True,False,1.0,0.55
31217,31217,highway,3,0.57,25,dim,rainy,True,True,morning,False,True,1.0,0.32
6280,6280,highway,4,0.96,35,dim,foggy,False,True,evening,True,True,0.0,0.28
13436,13436,highway,1,0.62,45,daylight,rainy,True,False,morning,True,False,2.0,0.25
32826,32826,rural,3,0.42,25,daylight,rainy,True,False,morning,True,False,1.0,0.27
38614,38614,urban,3,0.56,70,dim,clear,True,True,afternoon,False,False,2.0,0.32
40455,40455,highway,2,0.63,35,daylight,foggy,False,False,afternoon,False,False,3.0,0.48
25145,25145,rural,2,0.7,70,daylight,clear,True,False,morning,True,False,1.0,0.37
25923,25923,rural,1,0.54,60,daylight,clear,False,True,evening,False,True,1.0,0.4
2731,2731,highway,4,0.69,25,dim,foggy,True,False,morning,True,False,2.0,0.25
13937,13937,rural,2,0.14,45,dim,rainy,False,False,evening,False,False,1.0,0.14
10344,10344,rural,4,0.98,35,night,rainy,False,False,afternoon,False,False,3.0,0.68
25506,25506,rural,4,0.19,45,daylight,foggy,False,True,afternoon,False,False,0.0,0.16
43141,43141,urban,1,0.67,25,night,foggy,True,False,afternoon,True,False,1.0,0.49
27896,27896,highway,2,0.25,35,daylight,clear,False,False,evening,False,False,1.0,0.06
24192,24192,urban,2,0.73,45,night,clear,True,False,morning,True,False,1.0,0.55
25414,25414,rural,4,0.75,25,daylight,foggy,True,False,afternoon,True,True,1.0,0.37
21199,21199,rural,2,0.84,35,dim,rainy,False,True,afternoon,True,True,3.0,0.55
41271,41271,rural,2,0.82,45,dim,clear,True,False,afternoon,False,False,1.0,0.32
11164,11164,highway,4,0.86,35,night,clear,False,False,afternoon,True,False,2.0,0.46
32598,32598,highway,2,0.56,25,dim,foggy,False,True,evening,True,False,3.0,0.46
5752,5752,highway,4,0.44,70,daylight,rainy,False,True,morning,True,True,1.0,0.44
228,228,highway,4,0.56,60,daylight,clear,False,True,afternoon,False,False,1.0,0.41
10052,10052,urban,1,0.12,45,night,clear,False,True,afternoon,False,True,1.0,0.33
19662,19662,highway,2,0.73,60,daylight,clear,True,True,afternoon,False,False,1.0,0.44
27351,27351,urban,3,0.74,25,dim,rainy,True,True,evening,False,True,3.0,0.44
11663,11663,highway,1,0.46,60,daylight,clear,True,True,afternoon,True,True,2.0,0.35
26608,26608,highway,3,0.7,45,dim,clear,False,True,evening,True,False,1.0,0.31
39801,39801,urban,3,0.19,35,night,rainy,False,True,evening,False,False,1.0,0.3
8479,8479,rural,2,0.63,45,daylight,rainy,True,True,afternoon,True,False,1.0,0.31
40120,40120,rural,2,0.13,35,daylight,rainy,False,False,evening,False,True,2.0,0.16
25039,25039,highway,1,0.22,45,dim,rainy,False,False,evening,False,True,1.0,0.11
5618,5618,rural,4,0.3,35,dim,rainy,True,False,morning,False,False,1.0,0.16
8986,8986,highway,4,0.31,45,night,rainy,False,False,afternoon,False,False,1.0,0.42
3783,3783,urban,3,0.23,60,dim,clear,False,False,afternoon,False,True,1.0,0.19
22649,22649,urban,4,0.14,45,night,foggy,True,True,evening,True,False,2.0,0.2
2486,2486,rural,3,0.28,60,dim,clear,True,True,evening,False,False,2.0,0.35
8050,8050,urban,2,0.6,60,daylight,foggy,False,True,evening,True,True,2.0,0.54
32401,32401,rural,3,0.63,60,daylight,clear,True,True,evening,False,False,2.0,0.4
31697,31697,urban,1,0.56,70,dim,clear,False,True,morning,False,True,0.0,0.47
37322,37322,highway,1,0.09,25,dim,foggy,False,False,afternoon,False,False,1.0,0.08
27180,27180,urban,1,0.12,35,daylight,clear,True,False,afternoon,False,True,0.0,0.06
24939,24939,urban,4,0.98,45,night,clear,False,True,afternoon,True,True,2.0,0.44
35163,35163,rural,2,0.77,35,night,rainy,True,True,afternoon,False,True,3.0,0.54
40954,40954,highway,2,0.73,25,dim,rainy,True,True,afternoon,True,True,2.0,0.25
22330,22330,highway,2,0.27,35,night,clear,False,True,afternoon,False,False,1.0,0.29
28550,28550,rural,1,0.65,25,dim,rainy,True,True,morning,False,True,0.0,0.2
30521,30521,highway,1,0.91,35,night,clear,True,True,morning,True,True,1.0,0.45
4650,4650,urban,4,0.07,60,dim,foggy,True,True,afternoon,True,False,1.0,0.4
32313,32313,urban,2,0.55,60,dim,foggy,False,True,afternoon,True,False,1.0,0.46
2595,2595,rural,2,0.06,70,dim,rainy,True,True,afternoon,True,True,2.0,0.3
19012,19012,rural,4,0.04,25,dim,rainy,True,False,morning,True,True,1.0,0.23
37697,37697,urban,2,0.69,60,dim,rainy,False,False,evening,True,True,0.0,0.52
28218,28218,rural,2,0.56,70,dim,rainy,True,True,morning,True,False,1.0,0.48
852,852,urban,4,0.56,45,night,clear,False,False,morning,True,True,1.0,0.42
17530,17530,urban,4,0.09,70,dim,clear,True,False,afternoon,True,True,1.0,0.13
30294,30294,rural,3,0.27,70,night,clear,False,False,afternoon,True,True,1.0,0.51
583,583,urban,2,0.1,60,night,clear,False,True,evening,False,False,2.0,0.36
14006,14006,rural,3,0.1,45,daylight,rainy,True,False,afternoon,False,True,2.0,0.08
27529,27529,rural,2,0.64,45,daylight,rainy,False,False,morning,True,True,2.0,0.3
22765,22765,highway,4,0.57,70,daylight,foggy,False,False,afternoon,True,True,0.0,0.43
35309,35309,rural,4,0.15,45,night,foggy,True,False,morning,False,True,2.0,0.43
3210,3210,rural,4,0.46,35,daylight,rainy,False,True,morning,False,True,1.0,0.28
39871,39871,highway,1,0.33,60,dim,clear,False,True,morning,True,True,0.0,0.43
